Default Dataset,
X,Y
0.7811847291540068,0.6549116882340638
0.7779238848543412,0.650747636552006
0.7824764485354425,0.621937977545999
0.7823569063818907,0.6095653646533777
0.7839275574549476,0.6054610840480961
0.7837681679168784,0.5889642668579343
0.7900109248245885,0.5684229401392668
0.7899710774400711,0.5642987358417264
0.791541728513128,0.5601944552364446
0.7897519168252259,0.5416156122052541
0.7897319931329673,0.5395535100564839
0.78969214574845,0.5354293057589434
0.7862519882184567,0.5127063347379539
0.789413214056829,0.5065598756761605
0.7925744398952014,0.5004134166143671
0.7941450909682581,0.4963091360090853
0.7956958183490563,0.4901427532550334
0.7955762761955045,0.47777014036241217
0.7971270035763027,0.47160375760836026
0.7986578072648425,0.46337527270553813
0.8001686872611231,0.45308468565394555
0.8094132804691365,0.409900082683323
0.8109839315421932,0.4057958020780412
0.7967086060388711,0.4282996124841858
0.8063317493997986,0.4242949503401974
0.8048407930957764,0.43664763954055985
0.8094730515459125,0.4160863891296337
0.8158552742994329,0.4099797774523576
0.8176849333718523,0.43268282478108866
0.8210453961328115,0.4471573872069974
0.8211250909018462,0.4554057958020782
0.8260960521203791,0.4699002819202457
0.8261358995048964,0.47402448621778615
0.8261558231971551,0.47608658836655626
0.8262155942739311,0.48227289481286695
0.8231938342813692,0.5028540689160518
0.823253605358145,0.5090403753623624
0.8249637222770125,0.519370809798472
0.8266339918113625,0.5255770399370413
0.8283042613457126,0.5317832700756107
0.831644800414413,0.5441957303527492
0.8316846477989301,0.5483199346502897
0.833374841025539,0.5565882669376291
0.8382860311672962,0.5648964466094859
0.8384254970131066,0.5793311616508774
0.8385251154743998,0.5896416723947284
0.8386048102434345,0.5978900809898093
0.8419254256198758,0.6082404391181775
0.8468565394538916,0.6186107209388045
0.8531192200538604,0.6001314963689073
0.8563402169690089,0.6001713437534246
0.8593022058847946,0.5734038632039292
0.8592623585002772,0.5692796589063887
0.860793162188817,0.5610511740035665
0.8589834268086562,0.5404102288236058
0.8572932335820473,0.5321418965362663
0.8570939966594608,0.5115208750485642
0.8554038034328524,0.5032525427612248
0.8536139917449501,0.48467369973003427
0.854905711126386,0.4516999890419695
0.8563767437381495,0.4372851976928366
0.8562970489691148,0.4290367890977558
0.8577680815808786,0.4146219977486231
0.86305782187555,0.4621101182471139
0.8582661738873447,0.46617455146787823
0.8624601111077905,0.4002470537840075
0.8624202637232732,0.39612284948646703
0.860749994188923,0.3899166193478978
0.8668532852508226,0.3549405775878388
0.8667735904817879,0.346692168992758
0.8637916778737436,0.3713975473934832
0.8669130563275986,0.3611268840341494
0.8684637837083968,0.3549605012800975
0.8698750452433845,0.3343594034846541
0.8697953504743499,0.3261109948895733
0.8697355793975741,0.3199246884432626
0.8712464593938547,0.30963410139167
0.8711468409325616,0.299323590647819
0.8725381787752906,0.2766603907036055
0.8740689824638301,0.26843190580078335
0.8751614649226795,0.21483717362501642
0.8766723449189602,0.20454658657342395
0.8801125024489538,0.2272695575944137
0.8801324261412125,0.22933165974318392
0.8787809356830008,0.2561190639849379
0.8813842981381308,0.1922337447575787
0.8813444507536135,0.18810954046003836
0.8842865159771409,0.15927995776177262
0.8858372433579391,0.1531135750077206
0.88567785381987,0.136616757817559
0.8838681184397092,0.11597581263759815
0.8837087289016401,0.09947899544743666
0.8868699547400123,0.09333253638564343
0.8944442784136757,0.04394170327645153
0.8914225184211138,0.06452287737963625
0.8899116384248329,0.0748134644312286
0.9040076506978274,0.033750734686152306
0.907328266074269,0.04410109281452068
0.909058306685395,0.0564936293994005
0.9139296494426348,0.060677604773716975
0.9171506463577832,0.06071745215823432
0.9170311042042312,0.04834483926561295
0.9170510278964898,0.05040694141438329
0.9220817601917988,0.07108773397886115
0.927032797718073,0.08352011794825853
0.9288026857137166,0.10003685883067881
0.9304530315558079,0.10418098682047794
0.9322826906282271,0.1268840341492088
0.9306921158629118,0.12892621260572046
0.9306921158629118,0.12892621260572046
0.9309312001700156,0.15367143839096287
0.9293406254047001,0.15571361684747442
0.9304729552480666,0.10624308896924806
0.9304729552480666,0.10624308896924806
0.9306323447861358,0.12273990615940977
0.9307917343242051,0.1392367233495715
0.9324819275508136,0.14750505563691085
0.9311503607848608,0.17635456202743527
0.9295597860195453,0.17839674048394683
0.9280489060232642,0.18868732753553918
0.9280688297155228,0.1907494296843093
0.9281086771000402,0.19487363398184976
0.9298785650956836,0.21139037486427004
0.9298984887879422,0.21345247701304026
0.931708224168103,0.2340934221930011
0.931708224168103,0.2340934221930011
0.9366194143098601,0.24240160186485782
0.9366991090788945,0.2506500104599386
0.9367190327711532,0.25271211260870885
0.9367788038479292,0.2588984190550194
0.936838574924705,0.2650847255013301
0.9369381933859984,0.27539523624518125
0.9386483103048655,0.28572567068129096
0.9403185798392157,0.2919319008198602
0.9403584272237331,0.29605610511740066
0.9403982746082504,0.300180309414941
0.9404978930695436,0.31049082015879204
0.9405975115308369,0.3208013309026432
0.9406772062998714,0.329049739497724
0.9407369773766474,0.33523604594403467
0.9407768247611648,0.339360250241575
0.9392858684571423,0.3517129394419376
0.939305792149401,0.35377504159070783
0.939305792149401,0.35377504159070783
0.9393854869184357,0.36202345018578863
0.9411155275295617,0.3744159867706687
0.9396843423023153,0.39295498241734184
0.9365231164639432,0.39910144147913507
0.9365629638484605,0.4032256457766755
0.9350321601599207,0.41145413067949765
0.9350919312366968,0.41764043712580834
0.9351915496979899,0.42795094786965937
0.9336607460094506,0.4361794327724817
0.9353907866205764,0.44857196935736143
0.9354107103128351,0.45063407150613166
0.9371208272317026,0.46096450594224136
0.9389704099963805,0.48572965541974267
0.9389903336886392,0.4877917575685128
0.9390501047654152,0.49397806401482347
0.9393091127647777,0.5207853919488362
0.9394485786105882,0.5352201069902276
0.9394685023028468,0.5372822091389978
0.9394884259951055,0.539344311287768
0.9413180850675247,0.562047358616499
0.9413380087597834,0.5641094607652692
0.9413380087597834,0.5641094607652692
0.944379692444604,0.5455903888108545
0.9458905724408848,0.5352998017592622
0.938950486304122,0.48366755327097244
0.9389106389196047,0.479543348973432
0.9389106389196047,0.479543348973432
0.9375989958459101,0.5104549575127264
0.9406606032229892,0.49399798770708214
0.9399068235325372,0.5826484564119425
0.9399068235325372,0.5826484564119425
0.9464683595163856,0.5951007640735982
0.9465281305931617,0.6012870705199089
0.9466078253621961,0.6095354791149897
0.9483179422810635,0.6198659135510994
0.9501476013534829,0.6425689608798304
0.9501675250457415,0.6446310630286007
0.9502870671992933,0.6570036759212219
0.9487961108952709,0.6693563651215846
0.947305154591249,0.6817090543219471
0.9473649256680248,0.6878953607682577
0.9474446204370595,0.6961437693633385
0.9491547373559268,0.7064742037994483
0.94925435581722,0.7167847145432993
0.949314126893996,0.7229710209896101
0.9493539742785133,0.7270952252871504
0.9494735164320651,0.7394678381797717
0.951163709658674,0.7477361704671113
0.9511836333509325,0.7497982726158814
0.9528539028852827,0.7560045027544506
0.9531527582691626,0.7869360349860037
0.9531926056536797,0.7910602392835442
0.953232453038197,0.7951844435810846
0.9531527582691626,0.7869360349860037
0.9530531398078692,0.7766255242421527
0.9530332161156105,0.7745634220933826
0.9533918425762662,0.8116812607712462
0.9533918425762662,0.8116812607712462
0.9535313084220769,0.8261159758126377
0.953571155806594,0.8302401801101782
0.9535910794988527,0.8323022822589484
0.9536508505756287,0.8384885887052591
0.9537703927291805,0.8508612015978803
0.9538301638059565,0.8570475080441909
0.9538301638059565,0.8570475080441909
0.9540094770362844,0.8756064273831228
0.95603837303129,0.9189304961995559
0.957768413642416,0.9313230327844357
0.9577883373346747,0.9333851349332061
0.9575492530275711,0.9086399091479636
0.9574097871817604,0.8942051941065721
0.9573898634895017,0.8921430919578018
0.9560184493390314,0.9168683940507857
0.9561778388771005,0.9333652112409474
0.9562774573383939,0.9436757219847984
0.9627393748609492,0.9458175189026032
0.9643498733185234,0.9458374425948619
0.9678099545407752,0.9706225157646217
0.9744312616013999,0.9892611298725882
0.9761015311357502,0.9954673600111574
0.982762685580892,1.0182301784166643
0.9924256763263368,1.0183497205702163
0.9956068258569679,1.0142653636571932
0.9956068258569679,1.0142653636571932
1.0004383212296903,1.014325134733969
1.0099618461293247,1.0000099618461296
1.0180741094939716,1.0062958867537333
1.0181338805707474,1.012482193200044
1.0198041501050974,1.0186884233386133
1.0230251470202458,1.0187282707231307
1.0278964897774856,1.022912246097447
1.0311174866926338,1.0229520934819643
1.0407406300535615,1.0189474313379758
1.0600267641599341,1.0150623113475392
1.061657186309767,1.017144337188568
1.069749525982155,1.0213681599474016
1.069749525982155,1.0213681599474016
1.0470630817303062,1.0066545132143891
1.0519145007952875,1.0087763864399353
1.0567459961680101,1.008836157516711
1.0826135899504896,1.0194654473367006
1.0858146631733794,1.0174431925724476
1.0874052379386947,1.0154010141159362
1.0938472317689913,1.0154807088849707
1.0970682286841398,1.015520556269488
1.1035301462066949,1.0176623531872928
1.1067909905063607,1.0218264048693506
1.113252908028916,1.0239682017871554
1.1164739049440642,1.0240080491716728
1.126196666766285,1.0303138977715351
1.1325589658275472,1.022145183945489
1.1357401153581783,1.0180608270324658
1.1373506138157523,1.0180807507247245
1.1421821091884747,1.0181405218015005
1.1566566716143836,1.016257732883058
1.1599175159140491,1.0204217845651158
1.1761818900278598,1.037117838677864
1.1858847281578222,1.0413615851289564
1.1858847281578222,1.0413615851289564
1.1696402777362702,1.0267276331649784
1.1632182075982322,1.028710040544714
